movie_title,genre,release_date,director,box_office_revenue,rating,duration_minutes,production_company,quote
Celine and Julie Go Boating (Celine et Julie vont en bateau),Romance,9/23/1947,Cristabel Saer,$34290143.90,3.7,125,Flashpoint,Synergistic optimizing hub
"Postman Always Rings Twice, The",Comedy,9/23/1900,Robina Abernethy,$64484526.08,2.1,234,Livepath,Multi-layered value-added process improvement
Lambada,Horror,1/14/2015,Averyl Balazs,$47367372.77,1.1,116,Browsezoom,Expanded 24 hour core
Budrus,Horror,12/9/1938,Herta McGeown,$69051208.16,6.7,87,Wikido,De-engineered multi-tasking infrastructure
Papillon,Comedy,3/10/1946,Edithe Overy,$11223226.15,3.6,68,Photobean,Right-sized grid-enabled pricing structure
Nymphomaniac: Volume II,Horror,1/15/1929,Ruy Rapsey,$81944203.24,5.8,107,Rhynyx,Cloned bifurcated analyzer
"New World, The",Action,10/21/2019,Sara-ann Mussett,$22641322.39,4.0,73,Fadeo,Team-oriented mission-critical projection
Dead Men Tell,Comedy,6/14/1917,Ross Fazzioli,$97719301.00,6.9,151,Mybuzz,Grass-roots scalable product
D-War (Dragon Wars),Action,4/1/1943,Carmella Simonelli,$91861752.88,5.8,222,Realmix,Automated demand-driven project
Rules of Single Life (Sinkkuelämän säännöt),Action,10/5/1927,Sidonia Duckham,$24941962.99,9.7,165,Voonix,Open-source leading edge implementation
Unfaithful,Romance,3/17/2007,Gleda Mitie,$7738663.21,6.0,187,Youspan,Cross-platform high-level hierarchy
No and Me (No et moi),Action,6/27/1961,El Carrick,$97932799.41,9.8,213,Fatz,Configurable well-modulated process improvement
3 Blind Mice,Comedy,2/16/1967,Allen Ackerman,$1375950.07,9.5,170,Edgetag,Cross-platform local projection
Among Us (Onder Ons),Horror,1/30/1909,Mada Szach,$74735601.31,9.8,105,Blognation,Digitized regional instruction set
"Thomas Crown Affair, The",Comedy,4/22/2004,Rochella Rikkard,$14729335.37,1.7,237,Skinder,Digitized dedicated software
To the Sea (Alamar),Comedy,9/9/1996,Alla Plowman,$31627774.14,1.5,209,Ntags,Operative interactive info-mediaries
My Best Friend (Mon meilleur ami),Romance,7/1/1912,Ludovico Cullinane,$62963969.29,1.0,160,Browsecat,Organic demand-driven leverage
Man of Her Dreams (a.k.a. The Fiancé),Comedy,1/6/1961,Gretta Bolan,$5666473.47,7.0,178,Gigashots,Distributed well-modulated support
Shepherd,Drama,10/25/1905,Geraldine Tirrell,$9706129.12,7.8,114,Meedoo,Organized heuristic support
Bridge to Terabithia,Comedy,11/17/1981,Audi Hugle,$3113529.85,2.0,203,Tambee,Ameliorated regional product
Down to You,Action,1/7/1921,Daniel Antosik,$50590261.65,8.2,186,Meemm,Fundamental well-modulated encryption
Black Hawk Down,Romance,6/19/2003,Carolann Suermeiers,$12806243.00,8.7,216,Linkbuzz,Sharable 3rd generation interface
Kamome Diner,Horror,6/6/1906,Wilona Khristyukhin,$7023681.47,9.9,104,Izio,Fundamental value-added migration
Private Romeo,Comedy,10/1/1911,Louis Wogden,$83317372.55,8.0,206,Brainbox,Fully-configurable reciprocal policy
Yi Yi,Horror,8/29/2021,Gregor Thoms,$11446090.80,0.2,235,Eidel,Mandatory zero administration methodology
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",Romance,6/18/2020,Lonni Quilliam,$56057727.40,3.6,195,Livepath,Intuitive discrete knowledge base
Jet Li's Fearless (Huo Yuan Jia),Horror,6/6/1919,Alexia Yannoni,$57213772.21,6.4,133,Topiclounge,Team-oriented bifurcated moderator
Flow,Action,6/22/1900,Wylie Antrim,$95588113.71,0.9,212,Topicshots,Multi-tiered multi-tasking complexity
Wadd: The Life & Times of John C. Holmes,Comedy,3/19/2003,Constanta Hedman,$97561064.50,4.7,129,Wikibox,Multi-layered contextually-based support
Kind Lady,Comedy,11/4/2001,Tristam Climpson,$36735511.65,4.6,231,Wordify,Advanced full-range utilisation
Kevin Hart: Let Me Explain,Action,1/10/1995,Ollie Wiersma,$42290229.89,6.2,195,Skipstorm,Reduced fault-tolerant moderator
Charade,Romance,12/21/1943,Selinda Feyer,$88657953.95,5.8,213,Divape,Customer-focused zero defect contingency
Blade Runner,Action,3/5/1946,Vida Fallen,$66045456.79,8.0,153,Voonix,Visionary global structure
"Mighty, The",Horror,9/23/1914,Zara Laraway,$29806133.36,4.6,170,Quimm,Focused content-based forecast
Bus Stop,Romance,5/15/1967,Calley Sallery,$62751778.39,7.5,101,Skipstorm,Integrated mobile system engine
Taking Lives,Action,9/29/1946,Hally Baldacco,$48164974.27,1.5,96,Mynte,Profound bottom-line task-force
Wrinkles (Arrugas),Drama,8/17/1996,Fidelity Fardo,$88207763.81,2.8,107,Skalith,Ameliorated coherent adapter
Don't Move (Non ti muovere),Romance,9/24/1987,Evanne Bemlott,$60642721.03,7.3,221,Topicshots,Distributed intermediate workforce
"Rover, The",Drama,2/24/1954,Teodoor Charrett,$27870536.65,6.1,199,Yacero,Re-contextualized national database
Tis kakomoiras,Romance,1/16/1945,Jewel Roaf,$15295117.84,8.9,154,Blogtags,Customizable motivating policy
Exit Through the Gift Shop,Comedy,6/19/1930,Myrna Crowcum,$64917335.51,3.6,123,Izio,Front-line asynchronous knowledge user
Firestorm,Romance,11/6/1907,Brena Cunnell,$27534135.47,6.9,123,Jayo,Reduced zero administration focus group
Waxworks (Das Wachsfigurenkabinett),Comedy,9/11/1995,Shelli Deeth,$58972849.45,6.2,237,Zoozzy,Intuitive multi-tasking hierarchy
Our Vines Have Tender Grapes,Comedy,4/11/1918,Keriann Tilliards,$61153913.78,4.0,115,Yabox,Devolved even-keeled knowledge base
"Svensson, Svensson - I nöd och lust",Romance,3/13/2022,Arliene Batcock,$79594383.25,8.4,192,Buzzshare,Grass-roots reciprocal ability
Iria: Zeiram the Animation ,Romance,5/7/1936,Jaime Edds,$31018709.30,9.8,174,Demizz,Synergized high-level focus group
"Our Lady of the Assassins (Virgen de los sicarios, La)",Comedy,9/20/2003,Elizabet Abrahamowitcz,$55529784.73,5.0,111,Izio,Automated multimedia structure
Riding Giants,Romance,7/30/1990,Morse Howland,$99352095.13,3.3,167,Blognation,Enterprise-wide responsive contingency
Funny Bones,Romance,10/14/1996,Newton Hein,$38018748.45,2.2,146,Divanoodle,Front-line static open system
"Streaks, The (Pregi)",Action,12/16/2022,Karlik Bronot,$58568863.34,0.5,146,Meevee,Future-proofed fault-tolerant implementation
Camp de Thiaroye,Action,10/3/2006,Perle Eakin,$41311181.20,4.9,74,Dazzlesphere,Customizable multi-state moratorium
Aces: Iron Eagle III,Action,4/30/1968,Patti Brinsden,$55531044.35,2.9,151,Vimbo,Persistent dynamic functionalities
Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror,Drama,1/14/1917,Dinny Gainseford,$49605598.63,4.5,164,Chatterpoint,Decentralized directional Graphic Interface
Mark of the Devil (Hexen bis aufs Blut gequält),Comedy,8/29/1975,Garfield Partener,$37080448.37,6.8,206,Twitterlist,Centralized hybrid Graphic Interface
Oxygen,Romance,3/25/1953,Glynis Illsley,$70673009.45,7.2,84,Skibox,Sharable incremental moderator
G,Action,6/6/1963,Lindsey Pannaman,$29317593.24,6.6,187,Yotz,Assimilated 5th generation application
Hadewijch,Comedy,4/13/1972,Marna Beake,$35167952.84,5.8,74,Meetz,Right-sized homogeneous service-desk
Grabbers,Drama,8/19/1994,Nicoli McComish,$5427276.77,7.4,157,Myworks,Progressive mission-critical Graphic Interface
"Border Run (Mule, The)",Action,9/21/1945,Rahal Kubes,$1108488.96,2.6,78,Katz,Re-contextualized object-oriented task-force
Charlie's Country,Horror,6/26/1975,Giselbert Antonignetti,$58374406.22,1.1,128,Izio,Front-line 24 hour customer loyalty
Away with Words (San tiao ren),Drama,9/21/1999,Junie Dran,$23819824.62,6.6,130,Twiyo,Progressive cohesive circuit
Hector and the Search for Happiness,Drama,8/2/2003,Codi Newcombe,$79010394.97,3.5,107,Skaboo,Down-sized bottom-line array
Guilty Hands,Romance,11/3/2017,Noemi Cyson,$99034835.08,9.4,84,Skipstorm,Robust 3rd generation algorithm
"Beautician and the Beast, The",Comedy,6/13/1910,Wini Leisk,$93209575.81,0.1,157,Nlounge,Digitized even-keeled open architecture
"Pilgrim, The",Comedy,2/18/1952,Doralyn Bille,$42875361.87,1.8,138,Trilia,Centralized zero defect extranet
El Escarabajo de Oro,Comedy,7/13/1989,Nevins Hazelton,$68339661.46,3.9,224,Aibox,Organized leading edge neural-net
Thor: The Dark World,Drama,7/10/1922,Nolan Carvill,$18666307.17,3.6,173,Livepath,Grass-roots tangible middleware
Shakespeare's Globe: Henry V,Action,8/18/1955,Jocelyne Bagnold,$93347137.24,4.7,94,Fadeo,Proactive optimal projection
Eila,Romance,3/6/1964,Flora Trimme,$92658243.47,6.5,205,Twitterbeat,Exclusive explicit orchestration
Adrift (Choi Voi),Comedy,11/9/1970,Lucina Moyers,$81291266.75,5.7,116,Yata,Proactive systematic product
"Funhouse, The",Action,2/5/1954,Karlan Barnett,$42098810.40,2.8,111,Dabtype,Public-key methodical task-force
A Short History of Decay,Romance,10/17/1933,Pamelina Straneo,$24119703.63,9.2,161,Voomm,Cross-platform multimedia Graphic Interface
What a Way to Go!,Horror,4/29/2006,Floyd Rawcliff,$63006974.45,6.0,134,Dablist,Customer-focused bottom-line Graphic Interface
Italian for Beginners (Italiensk for begyndere),Comedy,2/22/1941,Dagny Tolan,$35857347.46,1.6,92,Realpoint,Reactive 24 hour installation
Sadie Thompson,Romance,3/11/1925,Bernete Tillyer,$38610720.30,3.8,229,Flashdog,Enhanced explicit framework
Top Banana,Drama,5/18/1932,Charla Huffy,$67953846.67,4.1,161,Zava,Reverse-engineered regional time-frame
Atlantis: The Lost Empire,Horror,10/26/1941,Elliot Beadel,$1675126.79,5.5,71,Katz,Integrated empowering alliance
Liar Liar,Drama,8/5/1993,Had Parysowna,$84871755.18,7.1,215,Vinder,Universal context-sensitive Graphical User Interface
The Reunion,Romance,1/3/1920,Andrej Pyburn,$99720723.98,9.0,140,Flashspan,Multi-lateral modular initiative
"Young and the Dead, The",Romance,11/22/2010,Laurie Cogar,$64689565.26,0.8,142,Gigabox,Mandatory reciprocal function
Armless,Comedy,9/22/1914,Madelle Mitchelson,$12956534.32,3.9,205,Feedmix,Persevering analyzing implementation
Across the Hall,Drama,1/16/1977,Nadya Dysart,$80137680.64,0.1,76,Jaxbean,Multi-channelled human-resource orchestration
Dersu Uzala,Horror,6/3/1955,Carce Pyne,$6087858.10,0.9,71,Skyndu,Cross-group composite superstructure
Riviera,Romance,10/8/2007,Corene Hakewell,$86298121.63,2.4,140,Realblab,Extended leading edge hierarchy
"Lizard, The (Marmoulak)",Romance,7/22/1909,Nanete Tann,$40901526.96,7.4,208,Twimm,Down-sized dedicated benchmark
Noam Chomsky: Distorted Morality,Horror,12/27/1957,Christoffer Crawcour,$54611229.51,0.1,143,Skimia,Open-source eco-centric knowledge user
And Along Come Tourists (Am Ende kommen Touristen),Drama,5/17/2003,Danya Ivashintsov,$40152129.83,1.4,74,Mita,Team-oriented empowering success
Eddie,Horror,4/10/1978,Fianna Lewis,$16546647.40,1.6,214,Lazzy,Stand-alone web-enabled matrices
Lumiere and Company (Lumière et compagnie),Action,7/1/1962,Gilly Dictus,$25541896.28,3.0,180,Riffpath,Proactive systematic utilisation
Chinese Roulette (Chinesisches Roulette),Comedy,4/18/1961,Ezra Husher,$41677023.03,7.3,93,Wordpedia,Sharable radical initiative
Carriage to Vienna,Horror,10/26/1924,Brita McCuis,$80970999.30,1.4,82,Tagopia,Multi-layered client-driven paradigm
Blackboards (Takhté Siah),Drama,2/21/1901,Maryellen Millichip,$59637124.24,7.6,83,Yodel,Compatible systemic instruction set
"Phantom of the Opera, The",Action,9/18/2004,Cassandre Wilkenson,$5268537.82,7.7,83,Divavu,Multi-lateral reciprocal attitude
"Thomas Crown Affair, The",Comedy,2/22/1967,Aguistin Poznanski,$25453087.05,8.1,131,Ooba,User-centric fault-tolerant algorithm
Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie),Drama,1/15/1959,Alard Moncrefe,$8815162.24,7.0,173,Izio,Multi-tiered 5th generation orchestration
Let the Good Times Roll,Action,8/13/1979,Franciskus Domenichini,$78450155.43,1.7,121,Meevee,Multi-layered dynamic strategy
"Foreigner, The",Drama,9/11/1930,Meredith Bambery,$73475411.19,5.3,203,Bubbletube,Multi-lateral foreground focus group
Playing,Romance,9/23/1919,Constantino Ackwood,$12482395.81,0.8,156,Skilith,Compatible intangible Graphic Interface
I Was an Adventuress,Romance,2/17/1956,Dorette Dummer,$13772474.58,6.4,116,Linkbuzz,Devolved multi-tasking portal
"American Haunting, An",Romance,11/24/1960,Madonna Basler,$57169474.17,7.3,161,Ntags,Multi-lateral even-keeled archive
Hombre,Action,12/31/1970,Shannan Tisor,$60242649.39,0.7,197,Myworks,Self-enabling mission-critical alliance
Inkheart,Horror,12/8/2000,Winonah Bremley,$29598395.36,0.3,125,Kwimbee,Quality-focused transitional flexibility
Piccadilly,Comedy,2/21/1970,Kori Scafe,$88478549.90,0.9,61,Flashset,Distributed high-level intranet
The Spiritual Boxer,Romance,12/10/1972,Cinderella Roddan,$10876690.91,9.1,78,Realbridge,Customizable content-based website
Bad Company,Horror,8/25/1996,Selena Kilner,$11586412.03,0.4,165,Agivu,Digitized foreground website
It Happened Here,Romance,5/17/1985,Merline Blazynski,$82149412.68,6.2,78,Trudoo,Switchable homogeneous extranet
Buddy,Romance,11/20/1932,Aarika Connow,$81822122.47,3.7,117,Snaptags,Operative 5th generation internet solution
"River Murders, The",Drama,7/10/1905,Bourke Scantlebury,$35439736.17,3.8,117,Feedspan,User-centric interactive service-desk
Dr. Ehrlich's Magic Bullet,Comedy,5/23/1909,Selina Cunney,$26144480.40,7.8,228,Bubblemix,Optimized global access
Slaying the Badger,Action,12/29/1915,Jed Dibbs,$19336548.40,4.5,96,Twiyo,Devolved 5th generation standardization
Burning Palms,Romance,8/18/1999,Tobin Blackadder,$98223709.56,6.6,200,Edgeclub,Secured directional pricing structure
Severance,Action,3/28/1933,Adler Stainton,$19211325.43,5.4,154,Skyba,Vision-oriented non-volatile process improvement
"Stepdaughter, The",Drama,7/19/1965,Gerome Luxton,$30955703.31,3.3,224,Roodel,Multi-channelled actuating encryption
Shanghai Kiss,Comedy,6/7/1915,Desiree Crankhorn,$18125987.06,9.5,118,Bubblebox,Re-engineered executive extranet
"Simpsons Movie, The",Horror,12/14/1942,Hodge Meriet,$31704740.90,1.2,175,Shuffletag,Advanced discrete info-mediaries
Sons of the Desert,Drama,10/29/2022,Willi Abotson,$52741793.42,9.0,65,Centizu,Team-oriented non-volatile core
Divorce American Style,Action,5/28/1995,Anitra Ablitt,$47264637.30,9.4,74,Eimbee,Automated empowering parallelism
Office Killer,Comedy,11/30/1963,Shaw von Grollmann,$63836479.55,6.4,221,Lazzy,User-centric holistic intranet
"FBI Story, The",Action,11/17/2006,Bartholomeus Hexum,$9594653.95,3.6,83,Realbuzz,Optimized responsive intranet
2009: Lost Memories,Drama,5/18/2006,Adorne Dimeloe,$9385914.49,8.2,60,Minyx,Configurable incremental implementation
Love Letters,Action,2/8/1975,Chrysa Serginson,$13007969.83,5.7,125,Bluejam,Reactive intangible capability
"Harvest/La Cosecha, The",Horror,10/31/2017,Miguelita Willman,$94198562.66,6.0,204,Tanoodle,Reactive directional product
Agenda: Grinding America Down,Action,12/4/2014,Alec Havvock,$60497298.98,6.0,105,Gigaclub,Vision-oriented reciprocal pricing structure
Tokyo Decadence (Topâzu),Drama,2/4/1974,Marley Pendlebury,$26960724.86,2.6,225,Fliptune,Right-sized zero administration infrastructure
"Like Father, Like Son (Soshite chichi ni naru)",Romance,7/24/1952,Otis Goane,$63172803.56,3.8,128,Tambee,Implemented contextually-based methodology
"Django the Bastard (Strangers Gundown, The) (Django il bastardo)",Horror,4/2/1936,Kennedy Fraschetti,$57848093.51,3.7,156,Shuffletag,Versatile foreground local area network
American Gothic,Drama,10/23/1942,Kirbie Krolik,$87029487.02,5.9,180,Skiba,Diverse human-resource portal
The Land Before Time IX: Journey to the Big Water,Comedy,6/25/1914,Raynor Halwell,$88354582.52,8.3,164,Feednation,Public-key next generation moratorium
Enough,Drama,12/28/1992,Keir Mably,$41489495.32,4.1,84,Ainyx,Exclusive eco-centric complexity
Neil Young: Heart of Gold,Comedy,8/23/1916,Micheil Lehrer,$20225048.86,6.7,126,Realfire,Future-proofed discrete time-frame
Gun Fury,Drama,5/12/1991,Almira Bertin,$93978516.34,8.0,76,Photospace,Virtual local Graphic Interface
XIII: The Conspiracy,Action,10/3/1940,Terence Ludwikiewicz,$91804873.78,4.1,176,Zoomcast,Managed scalable Graphic Interface
"Maybe, Maybe Not (Bewegte Mann, Der)",Action,8/2/1955,Donavon Prentice,$42635760.12,4.5,64,Voonix,User-friendly full-range adapter
Dream (Bi-mong),Drama,3/18/1987,Cherida Duesbury,$36312625.90,9.1,113,Kwimbee,Intuitive tangible internet solution
99 Homes,Horror,2/20/1949,Hieronymus Davana,$52265215.69,8.3,178,Omba,Integrated multi-state algorithm
Air Raid Wardens,Horror,2/16/1945,Cicily Hedworth,$82732498.44,8.1,62,Riffwire,Pre-emptive mission-critical groupware
Daleks' Invasion Earth: 2150 A.D.,Romance,5/10/1928,Tomasine Fibbings,$71864696.84,0.4,95,Brainlounge,Optional optimizing hierarchy
Suppose They Gave a War and Nobody Came?,Drama,11/26/1933,Wally Flaherty,$14820508.77,2.0,92,Realcube,Organized heuristic matrices
Maleficent,Action,4/14/2015,Tyrus Memmory,$17339033.59,5.1,101,Shufflebeat,Advanced mobile framework
Calling Bulldog Drummond,Horror,9/30/1964,Craig Caesmans,$25377942.29,9.5,98,Youfeed,Networked hybrid conglomeration
Armless,Drama,10/11/1920,Hi Blaney,$27404630.88,8.8,171,Wikivu,Horizontal client-server instruction set
"Quiet American, The",Drama,7/18/2020,Wilow Capper,$51031613.33,8.3,112,Quimba,Pre-emptive foreground parallelism
Nadja,Horror,12/13/1977,Nestor Pauluzzi,$53807212.67,8.6,103,Fivechat,Reverse-engineered zero defect support
Gitmo,Romance,12/25/1945,Grenville Hillitt,$64296290.28,1.5,209,Twinte,Inverse systemic array
"Enforcer, The (Gei ba ba de xin)",Horror,7/11/1948,Gar Kier,$70266961.37,0.2,95,Mymm,Self-enabling grid-enabled protocol
Prophecy,Drama,7/14/1971,Kasey Garmons,$6499690.88,6.1,126,Ainyx,Seamless systematic budgetary management
Lake City,Action,10/16/1948,Viv Lexa,$27338954.26,3.0,229,Pixonyx,Multi-lateral system-worthy complexity
Find Me Guilty,Drama,12/28/2004,Camile Craigs,$50658682.92,7.5,226,Snaptags,Streamlined global interface
Nativity 2: Danger in the Manger!,Drama,6/5/2000,Twyla Bleue,$63911649.10,10.0,220,Oyondu,Universal demand-driven knowledge base
"Hunting Party, The",Action,8/15/2016,Ave Panniers,$25324786.09,6.6,83,Riffpath,Diverse contextually-based website
Deathdream (a.k.a. Dead of Night),Comedy,2/17/1978,Marsiella Fairholme,$92390916.75,9.9,67,Fadeo,Persevering next generation conglomeration
Scenes From a Marriage (Scener ur ett äktenskap),Comedy,7/13/2007,Donielle Kellington,$43451936.02,5.7,236,Buzzster,Sharable scalable complexity
Percy Jackson: Sea of Monsters,Comedy,8/18/2004,Auroora Cajkler,$22371642.98,2.6,119,Pixonyx,Multi-lateral local complexity
"Exorcist III, The",Horror,2/5/1955,Joli Beisley,$319506.48,7.3,87,Youbridge,Decentralized optimal adapter
My Way Home (Így jöttem) ,Drama,5/29/1997,Rica Ankrett,$41981264.58,0.6,219,Photobug,Decentralized client-server groupware
Wyoming Renegades,Comedy,3/16/2019,Maureene Rubi,$7638358.98,7.6,70,Gabvine,Operative multi-tasking service-desk
Kill Bill: Vol. 2,Comedy,1/27/1970,Gerianne Magauran,$23395701.13,5.4,232,Jaxnation,De-engineered optimizing synergy
"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",Action,12/30/1988,Shanie Whacket,$28840515.11,5.1,228,Mynte,De-engineered multi-tasking utilisation
"Devil's Nightmare, The (Plus longue nuit du diable, La)",Horror,5/19/2014,Christy Drabble,$80593038.01,7.1,202,Flashset,Sharable upward-trending matrices
Meeting Evil,Comedy,5/6/1987,Nixie Lampett,$47287287.33,4.6,121,Jazzy,Vision-oriented static framework
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",Horror,8/16/1998,Tory Greenland,$94275246.42,9.0,211,Avavee,Operative stable protocol
The Christmas Wish,Drama,7/17/1956,Roderic Gibbons,$10199595.87,8.7,180,Realbuzz,User-friendly demand-driven matrix
